passengerCount,WIFIAPTag,slice10min
,EC-1C-2<EC-1-07>,2016-09-14-16-2
,EC-1C-2<EC-1-07>,2016-09-14-16-3
,EC-1C-2<EC-1-07>,2016-09-14-16-4
,EC-1C-2<EC-1-07>,2016-09-14-16-5
,EC-1C-2<EC-1-07>,2016-09-14-17-0
,EC-1C-2<EC-1-07>,2016-09-14-17-1
,EC-1C-2<EC-1-07>,2016-09-14-17-2
,EC-1C-2<EC-1-07>,2016-09-14-17-3
,EC-1C-2<EC-1-07>,2016-09-14-17-4
,EC-1C-2<EC-1-07>,2016-09-14-17-5
,EC-1C-3<EC-1-10>,2016-09-14-15-0
,EC-1C-3<EC-1-10>,2016-09-14-15-1
,EC-1C-3<EC-1-10>,2016-09-14-15-2
,EC-1C-3<EC-1-10>,2016-09-14-15-3
,EC-1C-3<EC-1-10>,2016-09-14-15-4
,EC-1C-3<EC-1-10>,2016-09-14-15-5
,EC-1C-3<EC-1-10>,2016-09-14-16-0
,EC-1C-3<EC-1-10>,2016-09-14-16-1
,EC-1C-3<EC-1-10>,2016-09-14-16-2
,EC-1C-3<EC-1-10>,2016-09-14-16-3
,EC-1C-3<EC-1-10>,2016-09-14-16-4
,EC-1C-3<EC-1-10>,2016-09-14-16-5
,EC-1C-3<EC-1-10>,2016-09-14-17-0
,EC-1C-3<EC-1-10>,2016-09-14-17-1
,EC-1C-3<EC-1-10>,2016-09-14-17-2
,EC-1C-3<EC-1-10>,2016-09-14-17-3
,EC-1C-3<EC-1-10>,2016-09-14-17-4
,EC-1C-3<EC-1-10>,2016-09-14-17-5
,EC-1C-4<EC-1-11>,2016-09-14-15-0
,EC-1C-4<EC-1-11>,2016-09-14-15-1
,EC-1C-4<EC-1-11>,2016-09-14-15-2
,EC-1C-4<EC-1-11>,2016-09-14-15-3
,EC-1C-4<EC-1-11>,2016-09-14-15-4
,EC-1C-4<EC-1-11>,2016-09-14-15-5
,EC-1C-4<EC-1-11>,2016-09-14-16-0
,EC-1C-4<EC-1-11>,2016-09-14-16-1
,EC-1C-4<EC-1-11>,2016-09-14-16-2
,EC-1C-4<EC-1-11>,2016-09-14-16-3
,EC-1C-4<EC-1-11>,2016-09-14-16-4
,EC-1C-4<EC-1-11>,2016-09-14-16-5
,EC-1C-4<EC-1-11>,2016-09-14-17-0
,EC-1C-4<EC-1-11>,2016-09-14-17-1
,EC-1C-4<EC-1-11>,2016-09-14-17-2
,EC-1C-4<EC-1-11>,2016-09-14-17-3
,EC-1C-4<EC-1-11>,2016-09-14-17-4
,EC-1C-4<EC-1-11>,2016-09-14-17-5
,EC-1D-11<EC-2-10>,2016-09-14-15-0
,EC-1D-11<EC-2-10>,2016-09-14-15-1
,EC-1D-11<EC-2-10>,2016-09-14-15-2
,EC-1D-11<EC-2-10>,2016-09-14-15-3
,EC-1D-11<EC-2-10>,2016-09-14-15-4
,EC-1D-11<EC-2-10>,2016-09-14-15-5
,EC-1D-11<EC-2-10>,2016-09-14-16-0
,EC-1D-11<EC-2-10>,2016-09-14-16-1
,EC-1D-11<EC-2-10>,2016-09-14-16-2
,EC-1D-11<EC-2-10>,2016-09-14-16-3
,EC-1D-11<EC-2-10>,2016-09-14-16-4
,EC-1D-11<EC-2-10>,2016-09-14-16-5
,EC-1D-11<EC-2-10>,2016-09-14-17-0
,EC-1D-11<EC-2-10>,2016-09-14-17-1
,EC-1D-11<EC-2-10>,2016-09-14-17-2
,EC-1D-11<EC-2-10>,2016-09-14-17-3
,EC-1D-11<EC-2-10>,2016-09-14-17-4
,EC-1D-11<EC-2-10>,2016-09-14-17-5
,EC-1D-12<EC-2-11>,2016-09-14-15-0
,EC-1D-12<EC-2-11>,2016-09-14-15-1
,EC-1D-12<EC-2-11>,2016-09-14-15-2
,EC-1D-12<EC-2-11>,2016-09-14-15-3
,EC-1D-12<EC-2-11>,2016-09-14-15-4
,EC-1D-12<EC-2-11>,2016-09-14-15-5
,EC-1D-12<EC-2-11>,2016-09-14-16-0
,EC-1D-12<EC-2-11>,2016-09-14-16-1
,EC-1D-12<EC-2-11>,2016-09-14-16-2
,EC-1D-12<EC-2-11>,2016-09-14-16-3
,EC-1D-12<EC-2-11>,2016-09-14-16-4
,EC-1D-12<EC-2-11>,2016-09-14-16-5
,EC-1D-12<EC-2-11>,2016-09-14-17-0
,EC-1D-12<EC-2-11>,2016-09-14-17-1
,EC-1D-12<EC-2-11>,2016-09-14-17-2
,EC-1D-12<EC-2-11>,2016-09-14-17-3
,EC-1D-12<EC-2-11>,2016-09-14-17-4
,EC-1D-12<EC-2-11>,2016-09-14-17-5
,EC-1D-13<EC-2-12>,2016-09-14-15-0
,EC-1D-13<EC-2-12>,2016-09-14-15-1
,EC-1D-13<EC-2-12>,2016-09-14-15-2
,EC-1D-13<EC-2-12>,2016-09-14-15-3
,EC-1D-13<EC-2-12>,2016-09-14-15-4
,EC-1D-13<EC-2-12>,2016-09-14-15-5
,EC-1D-13<EC-2-12>,2016-09-14-16-0
,EC-1D-13<EC-2-12>,2016-09-14-16-1
,EC-1D-13<EC-2-12>,2016-09-14-16-2
,EC-1D-13<EC-2-12>,2016-09-14-16-3
,EC-1D-13<EC-2-12>,2016-09-14-16-4
,EC-1D-13<EC-2-12>,2016-09-14-16-5
,EC-1D-13<EC-2-12>,2016-09-14-17-0
,EC-1D-13<EC-2-12>,2016-09-14-17-1
,EC-1D-13<EC-2-12>,2016-09-14-17-2
,EC-1D-13<EC-2-12>,2016-09-14-17-3
,EC-1D-13<EC-2-12>,2016-09-14-17-4
,EC-1D-13<EC-2-12>,2016-09-14-17-5
,EC-1D-14<EC-2-13>,2016-09-14-15-0
,EC-1D-14<EC-2-13>,2016-09-14-15-1
,EC-1D-14<EC-2-13>,2016-09-14-15-2
,EC-1D-14<EC-2-13>,2016-09-14-15-3
,EC-1D-14<EC-2-13>,2016-09-14-15-4
,EC-1D-14<EC-2-13>,2016-09-14-15-5
,EC-1D-14<EC-2-13>,2016-09-14-16-0
,EC-1D-14<EC-2-13>,2016-09-14-16-1
,EC-1D-14<EC-2-13>,2016-09-14-16-2
,EC-1D-14<EC-2-13>,2016-09-14-16-3
,EC-1D-14<EC-2-13>,2016-09-14-16-4
,EC-1D-14<EC-2-13>,2016-09-14-16-5
,EC-1D-14<EC-2-13>,2016-09-14-17-0
,EC-1D-14<EC-2-13>,2016-09-14-17-1
,EC-1D-14<EC-2-13>,2016-09-14-17-2
,EC-1D-14<EC-2-13>,2016-09-14-17-3
,EC-1D-14<EC-2-13>,2016-09-14-17-4
,EC-1D-14<EC-2-13>,2016-09-14-17-5
,EC-1D-1<EC-1-13>,2016-09-14-15-0
,EC-1D-1<EC-1-13>,2016-09-14-15-1
,EC-1D-1<EC-1-13>,2016-09-14-15-2
,EC-1D-1<EC-1-13>,2016-09-14-15-3
,EC-1D-1<EC-1-13>,2016-09-14-15-4
,EC-1D-1<EC-1-13>,2016-09-14-15-5
,EC-1D-1<EC-1-13>,2016-09-14-16-0
,EC-1D-1<EC-1-13>,2016-09-14-16-1
,EC-1D-1<EC-1-13>,2016-09-14-16-2
,EC-1D-1<EC-1-13>,2016-09-14-16-3
,EC-1D-1<EC-1-13>,2016-09-14-16-4
,EC-1D-1<EC-1-13>,2016-09-14-16-5
,EC-1D-1<EC-1-13>,2016-09-14-17-0
,EC-1D-1<EC-1-13>,2016-09-14-17-1
,EC-1D-1<EC-1-13>,2016-09-14-17-2
,EC-1D-1<EC-1-13>,2016-09-14-17-3
,EC-1D-1<EC-1-13>,2016-09-14-17-4
,EC-1D-1<EC-1-13>,2016-09-14-17-5
,EC-1D-3<EC-1-05>,2016-09-14-15-0
,EC-1D-3<EC-1-05>,2016-09-14-15-1
,EC-1D-3<EC-1-05>,2016-09-14-15-2
,EC-1D-3<EC-1-05>,2016-09-14-15-3
,EC-1D-3<EC-1-05>,2016-09-14-15-4
,EC-1D-3<EC-1-05>,2016-09-14-15-5
,EC-1D-3<EC-1-05>,2016-09-14-16-0
,EC-1D-3<EC-1-05>,2016-09-14-16-1
,EC-1D-3<EC-1-05>,2016-09-14-16-2
,EC-1D-3<EC-1-05>,2016-09-14-16-3
,EC-1D-3<EC-1-05>,2016-09-14-16-4
,EC-1D-3<EC-1-05>,2016-09-14-16-5
,EC-1D-3<EC-1-05>,2016-09-14-17-0
,EC-1D-3<EC-1-05>,2016-09-14-17-1
,EC-1D-3<EC-1-05>,2016-09-14-17-2
,EC-1D-3<EC-1-05>,2016-09-14-17-3
,EC-1D-3<EC-1-05>,2016-09-14-17-4
,EC-1D-3<EC-1-05>,2016-09-14-17-5
,EC-1D-3<EC-1-08>,2016-09-14-15-0
,EC-1D-3<EC-1-08>,2016-09-14-15-1
,EC-1D-3<EC-1-08>,2016-09-14-15-2
,EC-1D-3<EC-1-08>,2016-09-14-15-3
,EC-1D-3<EC-1-08>,2016-09-14-15-4
,EC-1D-3<EC-1-08>,2016-09-14-15-5
,EC-1D-3<EC-1-08>,2016-09-14-16-0
,EC-1D-3<EC-1-08>,2016-09-14-16-1
,EC-1D-3<EC-1-08>,2016-09-14-16-2
,EC-1D-3<EC-1-08>,2016-09-14-16-3
,EC-1D-3<EC-1-08>,2016-09-14-16-4
,EC-1D-3<EC-1-08>,2016-09-14-16-5
,EC-1D-3<EC-1-08>,2016-09-14-17-0
,EC-1D-3<EC-1-08>,2016-09-14-17-1
,EC-1D-3<EC-1-08>,2016-09-14-17-2
,EC-1D-3<EC-1-08>,2016-09-14-17-3
,EC-1D-3<EC-1-08>,2016-09-14-17-4
,EC-1D-3<EC-1-08>,2016-09-14-17-5
,EC-1D-4<EC-1-03>,2016-09-14-15-0
,EC-1D-4<EC-1-03>,2016-09-14-15-1
,EC-1D-4<EC-1-03>,2016-09-14-15-2
,EC-1D-4<EC-1-03>,2016-09-14-15-3
,EC-1D-4<EC-1-03>,2016-09-14-15-4
,EC-1D-4<EC-1-03>,2016-09-14-15-5
,EC-1D-4<EC-1-03>,2016-09-14-16-0
,EC-1D-4<EC-1-03>,2016-09-14-16-1
,EC-1D-4<EC-1-03>,2016-09-14-16-2
,EC-1D-4<EC-1-03>,2016-09-14-16-3
,EC-1D-4<EC-1-03>,2016-09-14-16-4
,EC-1D-4<EC-1-03>,2016-09-14-16-5
,EC-1D-4<EC-1-03>,2016-09-14-17-0
,EC-1D-4<EC-1-03>,2016-09-14-17-1
,EC-1D-4<EC-1-03>,2016-09-14-17-2
,EC-1D-4<EC-1-03>,2016-09-14-17-3
,EC-1D-4<EC-1-03>,2016-09-14-17-4
,EC-1D-4<EC-1-03>,2016-09-14-17-5
,EC-1D-5<EC-1-09>,2016-09-14-15-0
,EC-1D-5<EC-1-09>,2016-09-14-15-1
,EC-1D-5<EC-1-09>,2016-09-14-15-2
,EC-1D-5<EC-1-09>,2016-09-14-15-3
,EC-1D-5<EC-1-09>,2016-09-14-15-4
,EC-1D-5<EC-1-09>,2016-09-14-15-5
,EC-1D-5<EC-1-09>,2016-09-14-16-0
,EC-1D-5<EC-1-09>,2016-09-14-16-1
,EC-1D-5<EC-1-09>,2016-09-14-16-2
,EC-1D-5<EC-1-09>,2016-09-14-16-3
,EC-1D-5<EC-1-09>,2016-09-14-16-4
,EC-1D-5<EC-1-09>,2016-09-14-16-5
,EC-1D-5<EC-1-09>,2016-09-14-17-0
,EC-1D-5<EC-1-09>,2016-09-14-17-1
,EC-1D-5<EC-1-09>,2016-09-14-17-2
,EC-1D-5<EC-1-09>,2016-09-14-17-3
,EC-1D-5<EC-1-09>,2016-09-14-17-4
,EC-1D-5<EC-1-09>,2016-09-14-17-5
,EC-1D-6<EC-1-06>,2016-09-14-15-0
,EC-1D-6<EC-1-06>,2016-09-14-15-1
,EC-1D-6<EC-1-06>,2016-09-14-15-2
,EC-1D-6<EC-1-06>,2016-09-14-15-3
,EC-1D-6<EC-1-06>,2016-09-14-15-4
,EC-1D-6<EC-1-06>,2016-09-14-15-5
,EC-1D-6<EC-1-06>,2016-09-14-16-0
,EC-1D-6<EC-1-06>,2016-09-14-16-1
,EC-1D-6<EC-1-06>,2016-09-14-16-2
,EC-1D-6<EC-1-06>,2016-09-14-16-3
,EC-1D-6<EC-1-06>,2016-09-14-16-4
,EC-1D-6<EC-1-06>,2016-09-14-16-5
,EC-1D-6<EC-1-06>,2016-09-14-17-0
,EC-1D-6<EC-1-06>,2016-09-14-17-1
,EC-1D-6<EC-1-06>,2016-09-14-17-2
,EC-1D-6<EC-1-06>,2016-09-14-17-3
,EC-1D-6<EC-1-06>,2016-09-14-17-4
,EC-1D-6<EC-1-06>,2016-09-14-17-5
,EC-1D-7<EC-1-02>,2016-09-14-15-0
,EC-1D-7<EC-1-02>,2016-09-14-15-1
,EC-1D-7<EC-1-02>,2016-09-14-15-2
,EC-1D-7<EC-1-02>,2016-09-14-15-3
,EC-1D-7<EC-1-02>,2016-09-14-15-4
,EC-1D-7<EC-1-02>,2016-09-14-15-5
,EC-1D-7<EC-1-02>,2016-09-14-16-0
,EC-1D-7<EC-1-02>,2016-09-14-16-1
,EC-1D-7<EC-1-02>,2016-09-14-16-2
,EC-1D-7<EC-1-02>,2016-09-14-16-3
,EC-1D-7<EC-1-02>,2016-09-14-16-4
,EC-1D-7<EC-1-02>,2016-09-14-16-5
,EC-1D-7<EC-1-02>,2016-09-14-17-0
,EC-1D-7<EC-1-02>,2016-09-14-17-1
,EC-1D-7<EC-1-02>,2016-09-14-17-2
,EC-1D-7<EC-1-02>,2016-09-14-17-3
,EC-1D-7<EC-1-02>,2016-09-14-17-4
,EC-1D-7<EC-1-02>,2016-09-14-17-5
,EC-1D-8<EC-2-09>,2016-09-14-15-0
,EC-1D-8<EC-2-09>,2016-09-14-15-1
,EC-1D-8<EC-2-09>,2016-09-14-15-2
,EC-1D-8<EC-2-09>,2016-09-14-15-3
,EC-1D-8<EC-2-09>,2016-09-14-15-4
,EC-1D-8<EC-2-09>,2016-09-14-15-5
,EC-1D-8<EC-2-09>,2016-09-14-16-0
,EC-1D-8<EC-2-09>,2016-09-14-16-1
,EC-1D-8<EC-2-09>,2016-09-14-16-2
,EC-1D-8<EC-2-09>,2016-09-14-16-3
,EC-1D-8<EC-2-09>,2016-09-14-16-4
,EC-1D-8<EC-2-09>,2016-09-14-16-5
,EC-1D-8<EC-2-09>,2016-09-14-17-0
,EC-1D-8<EC-2-09>,2016-09-14-17-1
,EC-1D-8<EC-2-09>,2016-09-14-17-2
,EC-1D-8<EC-2-09>,2016-09-14-17-3
,EC-1D-8<EC-2-09>,2016-09-14-17-4
,EC-1D-8<EC-2-09>,2016-09-14-17-5
,EC-1D-9<EC-2-08>,2016-09-14-15-0
,EC-1D-9<EC-2-08>,2016-09-14-15-1
,EC-1D-9<EC-2-08>,2016-09-14-15-2
,EC-1D-9<EC-2-08>,2016-09-14-15-3
,EC-1D-9<EC-2-08>,2016-09-14-15-4
,EC-1D-9<EC-2-08>,2016-09-14-15-5
,EC-1D-9<EC-2-08>,2016-09-14-16-0
,EC-1D-9<EC-2-08>,2016-09-14-16-1
,EC-1D-9<EC-2-08>,2016-09-14-16-2
,EC-1D-9<EC-2-08>,2016-09-14-16-3
,EC-1D-9<EC-2-08>,2016-09-14-16-4
,EC-1D-9<EC-2-08>,2016-09-14-16-5
,EC-1D-9<EC-2-08>,2016-09-14-17-0
,EC-1D-9<EC-2-08>,2016-09-14-17-1
,EC-1D-9<EC-2-08>,2016-09-14-17-2
,EC-1D-9<EC-2-08>,2016-09-14-17-3
,EC-1D-9<EC-2-08>,2016-09-14-17-4
,EC-1D-9<EC-2-08>,2016-09-14-17-5
,EC-1G-1<EC-1-28>,2016-09-14-15-0
,EC-1G-1<EC-1-28>,2016-09-14-15-1
,EC-1G-1<EC-1-28>,2016-09-14-15-2
,EC-1G-1<EC-1-28>,2016-09-14-15-3
,EC-1G-1<EC-1-28>,2016-09-14-15-4
,EC-1G-1<EC-1-28>,2016-09-14-15-5
,EC-1G-1<EC-1-28>,2016-09-14-16-0
,EC-1G-1<EC-1-28>,2016-09-14-16-1
,EC-1G-1<EC-1-28>,2016-09-14-16-2
,EC-1G-1<EC-1-28>,2016-09-14-16-3
,EC-1G-1<EC-1-28>,2016-09-14-16-4
,EC-1G-1<EC-1-28>,2016-09-14-16-5
,EC-1G-1<EC-1-28>,2016-09-14-17-0
,EC-1G-1<EC-1-28>,2016-09-14-17-1
,EC-1G-1<EC-1-28>,2016-09-14-17-2
,EC-1G-1<EC-1-28>,2016-09-14-17-3
,EC-1G-1<EC-1-28>,2016-09-14-17-4
,EC-1G-1<EC-1-28>,2016-09-14-17-5
,EC-1G-2<EC-1-25>,2016-09-14-15-0
,EC-1G-2<EC-1-25>,2016-09-14-15-1
,EC-1G-2<EC-1-25>,2016-09-14-15-2
,EC-1G-2<EC-1-25>,2016-09-14-15-3
,EC-1G-2<EC-1-25>,2016-09-14-15-4
,EC-1G-2<EC-1-25>,2016-09-14-15-5
,EC-1G-2<EC-1-25>,2016-09-14-16-0
,EC-1G-2<EC-1-25>,2016-09-14-16-1
,EC-1G-2<EC-1-25>,2016-09-14-16-2
,EC-1G-2<EC-1-25>,2016-09-14-16-3
,EC-1G-2<EC-1-25>,2016-09-14-16-4
,EC-1G-2<EC-1-25>,2016-09-14-16-5
,EC-1G-2<EC-1-25>,2016-09-14-17-0
,EC-1G-2<EC-1-25>,2016-09-14-17-1
,EC-1G-2<EC-1-25>,2016-09-14-17-2
,EC-1G-2<EC-1-25>,2016-09-14-17-3
,EC-1G-2<EC-1-25>,2016-09-14-17-4
,EC-1G-2<EC-1-25>,2016-09-14-17-5
,EC-1G-3<EC-1-29>,2016-09-14-15-0
,EC-1G-3<EC-1-29>,2016-09-14-15-1
,EC-1G-3<EC-1-29>,2016-09-14-15-2
,EC-1G-3<EC-1-29>,2016-09-14-15-3
,EC-1G-3<EC-1-29>,2016-09-14-15-4
,EC-1G-3<EC-1-29>,2016-09-14-15-5
,EC-1G-3<EC-1-29>,2016-09-14-16-0
,EC-1G-3<EC-1-29>,2016-09-14-16-1
,EC-1G-3<EC-1-29>,2016-09-14-16-2
,EC-1G-3<EC-1-29>,2016-09-14-16-3
,EC-1G-3<EC-1-29>,2016-09-14-16-4
,EC-1G-3<EC-1-29>,2016-09-14-16-5
,EC-1G-3<EC-1-29>,2016-09-14-17-0
,EC-1G-3<EC-1-29>,2016-09-14-17-1
,EC-1G-3<EC-1-29>,2016-09-14-17-2
,EC-1G-3<EC-1-29>,2016-09-14-17-3
,EC-1G-3<EC-1-29>,2016-09-14-17-4
,EC-1G-3<EC-1-29>,2016-09-14-17-5
,EC-1G-4<EC-1-30>,2016-09-14-15-0
,EC-1G-4<EC-1-30>,2016-09-14-15-1
,EC-1G-4<EC-1-30>,2016-09-14-15-2
,EC-1G-4<EC-1-30>,2016-09-14-15-3
,EC-1G-4<EC-1-30>,2016-09-14-15-4
,EC-1G-4<EC-1-30>,2016-09-14-15-5
,EC-1G-4<EC-1-30>,2016-09-14-16-0
,EC-1G-4<EC-1-30>,2016-09-14-16-1
,EC-1G-4<EC-1-30>,2016-09-14-16-2
,EC-1G-4<EC-1-30>,2016-09-14-16-3
,EC-1G-4<EC-1-30>,2016-09-14-16-4
,EC-1G-4<EC-1-30>,2016-09-14-16-5
,EC-1G-4<EC-1-30>,2016-09-14-17-0
,EC-1G-4<EC-1-30>,2016-09-14-17-1
,EC-1G-4<EC-1-30>,2016-09-14-17-2
,EC-1G-4<EC-1-30>,2016-09-14-17-3
,EC-1G-4<EC-1-30>,2016-09-14-17-4
,EC-1G-4<EC-1-30>,2016-09-14-17-5
,EC-1I<EC-1I-02>,2016-09-14-15-0
,EC-1I<EC-1I-02>,2016-09-14-15-1
,EC-1I<EC-1I-02>,2016-09-14-15-2
,EC-1I<EC-1I-02>,2016-09-14-15-3
,EC-1I<EC-1I-02>,2016-09-14-15-4
,EC-1I<EC-1I-02>,2016-09-14-15-5
,EC-1I<EC-1I-02>,2016-09-14-16-0
,EC-1I<EC-1I-02>,2016-09-14-16-1
,EC-1I<EC-1I-02>,2016-09-14-16-2
,EC-1I<EC-1I-02>,2016-09-14-16-3
,EC-1I<EC-1I-02>,2016-09-14-16-4
,EC-1I<EC-1I-02>,2016-09-14-16-5
,EC-1I<EC-1I-02>,2016-09-14-17-0
,EC-1I<EC-1I-02>,2016-09-14-17-1
,EC-1I<EC-1I-02>,2016-09-14-17-2
,EC-1I<EC-1I-02>,2016-09-14-17-3
,EC-1I<EC-1I-02>,2016-09-14-17-4
,EC-1I<EC-1I-02>,2016-09-14-17-5
,EC-1I<EC-1I-03>,2016-09-14-15-0
,EC-1I<EC-1I-03>,2016-09-14-15-1
,EC-1I<EC-1I-03>,2016-09-14-15-2
,EC-1I<EC-1I-03>,2016-09-14-15-3
,EC-1I<EC-1I-03>,2016-09-14-15-4
,EC-1I<EC-1I-03>,2016-09-14-15-5
,EC-1I<EC-1I-03>,2016-09-14-16-0
,EC-1I<EC-1I-03>,2016-09-14-16-1
,EC-1I<EC-1I-03>,2016-09-14-16-2
,EC-1I<EC-1I-03>,2016-09-14-16-3
,EC-1I<EC-1I-03>,2016-09-14-16-4
,EC-1I<EC-1I-03>,2016-09-14-16-5
,EC-1I<EC-1I-03>,2016-09-14-17-0
,EC-1I<EC-1I-03>,2016-09-14-17-1
,EC-1I<EC-1I-03>,2016-09-14-17-2
,EC-1I<EC-1I-03>,2016-09-14-17-3
,EC-1I<EC-1I-03>,2016-09-14-17-4
,EC-1I<EC-1I-03>,2016-09-14-17-5
,EC-1I<EC-1I-04>,2016-09-14-15-0
,EC-1I<EC-1I-04>,2016-09-14-15-1
,EC-1I<EC-1I-04>,2016-09-14-15-2
,EC-1I<EC-1I-04>,2016-09-14-15-3
,EC-1I<EC-1I-04>,2016-09-14-15-4
,EC-1I<EC-1I-04>,2016-09-14-15-5
,EC-1I<EC-1I-04>,2016-09-14-16-0
,EC-1I<EC-1I-04>,2016-09-14-16-1
,EC-1I<EC-1I-04>,2016-09-14-16-2
,EC-1I<EC-1I-04>,2016-09-14-16-3
,EC-1I<EC-1I-04>,2016-09-14-16-4
,EC-1I<EC-1I-04>,2016-09-14-16-5
,EC-1I<EC-1I-04>,2016-09-14-17-0
,EC-1I<EC-1I-04>,2016-09-14-17-1
,EC-1I<EC-1I-04>,2016-09-14-17-2
,EC-1I<EC-1I-04>,2016-09-14-17-3
,EC-1I<EC-1I-04>,2016-09-14-17-4
,EC-1I<EC-1I-04>,2016-09-14-17-5
,EC-1I<EC-1I-05>,2016-09-14-15-0
,EC-1I<EC-1I-05>,2016-09-14-15-1
,EC-1I<EC-1I-05>,2016-09-14-15-2
,EC-1I<EC-1I-05>,2016-09-14-15-3
,EC-1I<EC-1I-05>,2016-09-14-15-4
,EC-1I<EC-1I-05>,2016-09-14-15-5
,EC-1I<EC-1I-05>,2016-09-14-16-0
,EC-1I<EC-1I-05>,2016-09-14-16-1
,EC-1I<EC-1I-05>,2016-09-14-16-2
,EC-1I<EC-1I-05>,2016-09-14-16-3
,EC-1I<EC-1I-05>,2016-09-14-16-4
,EC-1I<EC-1I-05>,2016-09-14-16-5
,EC-1I<EC-1I-05>,2016-09-14-17-0
,EC-1I<EC-1I-05>,2016-09-14-17-1
,EC-1I<EC-1I-05>,2016-09-14-17-2
,EC-1I<EC-1I-05>,2016-09-14-17-3
,EC-1I<EC-1I-05>,2016-09-14-17-4
,EC-1I<EC-1I-05>,2016-09-14-17-5
,EC-1I<EC-1I-06>,2016-09-14-15-0
,EC-1I<EC-1I-06>,2016-09-14-15-1
,EC-1I<EC-1I-06>,2016-09-14-15-2
,EC-1I<EC-1I-06>,2016-09-14-15-3
,EC-1I<EC-1I-06>,2016-09-14-15-4
,EC-1I<EC-1I-06>,2016-09-14-15-5
,EC-1I<EC-1I-06>,2016-09-14-16-0
,EC-1I<EC-1I-06>,2016-09-14-16-1
,EC-1I<EC-1I-06>,2016-09-14-16-2
,EC-1I<EC-1I-06>,2016-09-14-16-3
,EC-1I<EC-1I-06>,2016-09-14-16-4
,EC-1I<EC-1I-06>,2016-09-14-16-5
,EC-1I<EC-1I-06>,2016-09-14-17-0
,EC-1I<EC-1I-06>,2016-09-14-17-1
,EC-1I<EC-1I-06>,2016-09-14-17-2
,EC-1I<EC-1I-06>,2016-09-14-17-3
,EC-1I<EC-1I-06>,2016-09-14-17-4
,EC-1I<EC-1I-06>,2016-09-14-17-5
,EC-1I<EC-1I-07>,2016-09-14-15-0
,EC-1I<EC-1I-07>,2016-09-14-15-1
,EC-1I<EC-1I-07>,2016-09-14-15-2
,EC-1I<EC-1I-07>,2016-09-14-15-3
,EC-1I<EC-1I-07>,2016-09-14-15-4
,EC-1I<EC-1I-07>,2016-09-14-15-5
,EC-1I<EC-1I-07>,2016-09-14-16-0
,EC-1I<EC-1I-07>,2016-09-14-16-1
,EC-1I<EC-1I-07>,2016-09-14-16-2
,EC-1I<EC-1I-07>,2016-09-14-16-3
,EC-1I<EC-1I-07>,2016-09-14-16-4
,EC-1I<EC-1I-07>,2016-09-14-16-5
,EC-1I<EC-1I-07>,2016-09-14-17-0
,EC-1I<EC-1I-07>,2016-09-14-17-1
,EC-1I<EC-1I-07>,2016-09-14-17-2
,EC-1I<EC-1I-07>,2016-09-14-17-3
,EC-1I<EC-1I-07>,2016-09-14-17-4
,EC-1I<EC-1I-07>,2016-09-14-17-5
,EC-1I<EC-1I-08>,2016-09-14-15-0
,EC-1I<EC-1I-08>,2016-09-14-15-1
,EC-1I<EC-1I-08>,2016-09-14-15-2
,EC-1I<EC-1I-08>,2016-09-14-15-3
,EC-1I<EC-1I-08>,2016-09-14-15-4
,EC-1I<EC-1I-08>,2016-09-14-15-5
,EC-1I<EC-1I-08>,2016-09-14-16-0
,EC-1I<EC-1I-08>,2016-09-14-16-1
,EC-1I<EC-1I-08>,2016-09-14-16-2
,EC-1I<EC-1I-08>,2016-09-14-16-3
,EC-1I<EC-1I-08>,2016-09-14-16-4
,EC-1I<EC-1I-08>,2016-09-14-16-5
,EC-1I<EC-1I-08>,2016-09-14-17-0
,EC-1I<EC-1I-08>,2016-09-14-17-1
,EC-1I<EC-1I-08>,2016-09-14-17-2
,EC-1I<EC-1I-08>,2016-09-14-17-3
,EC-1I<EC-1I-08>,2016-09-14-17-4
,EC-1I<EC-1I-08>,2016-09-14-17-5
,EC-1I<EC-1I-09>,2016-09-14-15-0
,EC-1I<EC-1I-09>,2016-09-14-15-1
,EC-1I<EC-1I-09>,2016-09-14-15-2
,EC-1I<EC-1I-09>,2016-09-14-15-3
,EC-1I<EC-1I-09>,2016-09-14-15-4
,EC-1I<EC-1I-09>,2016-09-14-15-5
,EC-1I<EC-1I-09>,2016-09-14-16-0
,EC-1I<EC-1I-09>,2016-09-14-16-1
,EC-1I<EC-1I-09>,2016-09-14-16-2
,EC-1I<EC-1I-09>,2016-09-14-16-3
,EC-1I<EC-1I-09>,2016-09-14-16-4
,EC-1I<EC-1I-09>,2016-09-14-16-5
,EC-1I<EC-1I-09>,2016-09-14-17-0
,EC-1I<EC-1I-09>,2016-09-14-17-1
,EC-1I<EC-1I-09>,2016-09-14-17-2
,EC-1I<EC-1I-09>,2016-09-14-17-3
,EC-1I<EC-1I-09>,2016-09-14-17-4
,EC-1I<EC-1I-09>,2016-09-14-17-5
,EC-1I<EC-1I-10>,2016-09-14-15-0
,EC-1I<EC-1I-10>,2016-09-14-15-1
,EC-1I<EC-1I-10>,2016-09-14-15-2
,EC-1I<EC-1I-10>,2016-09-14-15-3
,EC-1I<EC-1I-10>,2016-09-14-15-4
,EC-1I<EC-1I-10>,2016-09-14-15-5
,EC-1I<EC-1I-10>,2016-09-14-16-0
,EC-1I<EC-1I-10>,2016-09-14-16-1
